Serial No,Date,Amount,Category,Description
1886,28-09-2022,940.31,Expense,Groceries
1887,28-09-2022,507.64,Expense,Movies
1888,28-09-2022,839.77,Expense,Groceries
1889,29-09-2022,911.59,Income,Groceries
1890,29-09-2022,298.84,Income,Car Maintenance
1891,29-09-2022,180.61,Expense,Dining Out
1892,29-09-2022,659.22,Income,Coffee
1893,29-09-2022,251.64,Expense,Dining Out
1894,30-09-2022,321.73,Expense,Car Maintenance
1895,30-09-2022,137.05,Income,Transport
1896,30-09-2022,277.1,Income,Shopping
1897,30-09-2022,420.12,Income,Dining Out
1898,01-10-2022,941.46,Income,Rent
1899,02-10-2022,761.78,Expense,Movies
1900,03-10-2022,143.27,Expense,Freelance
1901,03-10-2022,977.96,Expense,Car Maintenance
1902,03-10-2022,892.89,Expense,Coffee
1903,03-10-2022,613.95,Income,Dining Out
1904,03-10-2022,633.83,Expense,Groceries
1905,04-10-2022,120.47,Expense,Dining Out
1906,04-10-2022,935.45,Expense,Utilities
1907,04-10-2022,733.68,Income,Coffee
1908,05-10-2022,739.63,Expense,Subscriptions
1909,05-10-2022,760.05,Expense,Coffee
1910,05-10-2022,245.01,Expense,Groceries
1911,06-10-2022,442.93,Expense,Dining Out
1912,06-10-2022,172.51,Expense,Coffee
1913,06-10-2022,275.76,Income,Bonus
1914,06-10-2022,98.16,Income,Car Maintenance
1915,06-10-2022,877.51,Expense,Entertainment
1916,07-10-2022,459.16,Expense,Shopping
1917,07-10-2022,217.95,Income,Coffee
1918,07-10-2022,470.82,Income,Interest
1919,07-10-2022,825.35,Income,Coffee
1920,07-10-2022,650.04,Expense,Movies
1921,08-10-2022,866.23,Expense,Interest
1922,08-10-2022,169.77,Expense,Groceries
1923,08-10-2022,769.02,Income,Car Maintenance
1924,08-10-2022,549.92,Income,Rent
1925,09-10-2022,990.97,Income,Car Maintenance
1926,09-10-2022,581.65,Expense,Utilities
1927,09-10-2022,281.04,Income,Movies
1928,10-10-2022,802.7,Income,Rent
1929,10-10-2022,96.95,Expense,Rent
1930,10-10-2022,915.52,Expense,Groceries
1931,11-10-2022,380.25,Expense,Bonus
1932,11-10-2022,132.29,Expense,Entertainment
1933,12-10-2022,603.62,Income,Freelance
1934,12-10-2022,156.07,Expense,Bonus
1935,13-10-2022,283.42,Expense,Bonus
1936,13-10-2022,899.64,Expense,Utilities
1937,13-10-2022,914.19,Expense,Bonus
1938,13-10-2022,577.2,Expense,Salary
1939,14-10-2022,96.15,Income,Utilities
1940,14-10-2022,283.24,Expense,Movies
1941,14-10-2022,445.2,Expense,Subscriptions
1942,14-10-2022,693.42,Expense,Movies
1943,15-10-2022,406.46,Expense,Shopping
1944,15-10-2022,986.11,Expense,Car Maintenance
1945,15-10-2022,22.99,Income,Freelance
1946,15-10-2022,603.6,Income,Interest
1947,16-10-2022,316.7,Expense,Interest
1948,16-10-2022,87.49,Income,Utilities
1949,16-10-2022,60.43,Income,Coffee
1950,17-10-2022,664.0,Income,Utilities
1951,17-10-2022,956.99,Expense,Entertainment
1952,17-10-2022,196.03,Expense,Rent
1953,17-10-2022,646.52,Expense,Bonus
1954,18-10-2022,708.38,Income,Shopping
1955,18-10-2022,67.84,Income,Utilities
1956,19-10-2022,593.26,Expense,Movies
1957,19-10-2022,671.79,Income,Movies
1958,19-10-2022,821.13,Income,Coffee
1959,19-10-2022,588.01,Expense,Entertainment
1960,19-10-2022,675.13,Income,Subscriptions
1961,20-10-2022,693.26,Expense,Entertainment
1962,20-10-2022,984.26,Income,Bonus
1963,20-10-2022,196.9,Income,Bonus
1964,20-10-2022,15.9,Income,Salary
1965,21-10-2022,561.54,Expense,Car Maintenance
1966,21-10-2022,350.3,Expense,Car Maintenance
1967,21-10-2022,257.94,Income,Dining Out
1968,21-10-2022,502.57,Income,Shopping
1969,22-10-2022,697.1,Income,Entertainment
1970,22-10-2022,67.71,Expense,Utilities
1971,22-10-2022,665.42,Expense,Dining Out
1972,23-10-2022,775.11,Expense,Coffee
1973,23-10-2022,168.18,Income,Interest
1974,23-10-2022,765.67,Income,Dining Out
1975,24-10-2022,536.63,Expense,Transport
1976,24-10-2022,804.02,Income,Utilities
1977,24-10-2022,431.92,Income,Movies
1978,25-10-2022,667.78,Income,Subscriptions
1979,26-10-2022,119.23,Income,Utilities
1980,26-10-2022,795.38,Expense,Car Maintenance
1981,26-10-2022,649.63,Expense,Movies
1982,27-10-2022,194.99,Expense,Transport
1983,27-10-2022,668.65,Income,Movies
1984,28-10-2022,47.87,Income,Shopping
1985,29-10-2022,372.38,Income,Transport
1986,29-10-2022,259.7,Expense,Interest
1987,29-10-2022,197.24,Expense,Salary
1988,29-10-2022,636.95,Expense,Rent
1989,29-10-2022,93.89,Expense,Shopping
1990,30-10-2022,824.79,Expense,Movies
1991,30-10-2022,776.67,Income,Freelance
1992,30-10-2022,375.21,Income,Car Maintenance
1993,30-10-2022,183.24,Expense,Internet Bill
1994,31-10-2022,763.19,Income,Freelance
1995,31-10-2022,629.5,Expense,Groceries
1996,01-11-2022,746.99,Income,Interest
1997,01-11-2022,906.32,Expense,Freelance
1998,01-11-2022,59.35,Expense,Bonus
1999,02-11-2022,991.74,Expense,Internet Bill
2000,02-11-2022,932.8,Expense,Rent
2001,02-11-2022,887.64,Expense,Subscriptions
2002,03-11-2022,506.23,Income,Transport
2003,03-11-2022,249.33,Income,Subscriptions
2004,03-11-2022,678.05,Expense,Entertainment
2005,03-11-2022,47.7,Expense,Transport
2006,04-11-2022,180.32,Income,Groceries
2007,05-11-2022,38.25,Income,Transport
2008,05-11-2022,85.27,Expense,Movies
2009,05-11-2022,547.33,Expense,Dining Out
2010,06-11-2022,333.33,Expense,Utilities
2011,06-11-2022,45.77,Income,Rent
2012,07-11-2022,741.88,Income,Transport
2013,07-11-2022,196.74,Income,Internet Bill
2014,07-11-2022,321.66,Income,Subscriptions
2015,08-11-2022,139.26,Income,Dining Out
2016,09-11-2022,520.63,Income,Interest
2017,09-11-2022,527.8,Expense,Internet Bill
2018,09-11-2022,136.29,Expense,Dining Out
2019,09-11-2022,767.17,Income,Shopping
2020,10-11-2022,715.8,Expense,Interest
2021,10-11-2022,884.15,Expense,Transport
2022,11-11-2022,876.93,Income,Dining Out
2023,11-11-2022,279.18,Income,Movies
2024,11-11-2022,306.69,Income,Groceries
2025,11-11-2022,807.93,Income,Bonus
2026,12-11-2022,794.86,Income,Coffee
2027,12-11-2022,133.48,Expense,Transport
2028,12-11-2022,232.89,Income,Groceries
2029,12-11-2022,860.37,Expense,Dining Out
2030,12-11-2022,800.16,Income,Internet Bill
2031,13-11-2022,900.57,Income,Salary
2032,13-11-2022,737.7,Expense,Car Maintenance
2033,13-11-2022,537.83,Income,Internet Bill
2034,14-11-2022,342.69,Income,Freelance
2035,14-11-2022,432.16,Income,Utilities
2036,14-11-2022,78.66,Expense,Salary
2037,14-11-2022,895.49,Income,Subscriptions
2038,14-11-2022,186.25,Income,Transport
2039,15-11-2022,981.24,Income,Internet Bill
2040,16-11-2022,484.64,Income,Freelance
2041,16-11-2022,192.46,Income,Transport
2042,16-11-2022,482.88,Income,Freelance
2043,16-11-2022,851.67,Income,Freelance
2044,17-11-2022,66.47,Income,Coffee
2045,17-11-2022,307.14,Expense,Salary
2046,18-11-2022,872.33,Income,Coffee
2047,18-11-2022,794.02,Expense,Dining Out
2048,18-11-2022,939.67,Expense,Interest
2049,18-11-2022,828.23,Expense,Subscriptions
2050,18-11-2022,197.3,Income,Utilities
2051,19-11-2022,766.88,Income,Internet Bill
2052,19-11-2022,424.64,Income,Coffee
2053,19-11-2022,782.7,Income,Subscriptions
2054,20-11-2022,179.98,Expense,Bonus
2055,20-11-2022,944.47,Income,Transport
2056,20-11-2022,464.69,Expense,Movies
2057,20-11-2022,668.11,Expense,Subscriptions
2058,20-11-2022,772.62,Income,Entertainment
2059,21-11-2022,770.29,Income,Transport
2060,21-11-2022,963.1,Expense,Freelance
2061,21-11-2022,174.85,Expense,Rent
2062,21-11-2022,397.39,Income,Transport
2063,22-11-2022,37.3,Income,Subscriptions
2064,22-11-2022,651.77,Income,Salary
2065,22-11-2022,639.66,Income,Internet Bill
2066,22-11-2022,594.01,Expense,Utilities
2067,23-11-2022,582.37,Income,Interest
2068,23-11-2022,149.2,Income,Utilities
2069,23-11-2022,473.96,Income,Coffee
2070,23-11-2022,63.86,Expense,Freelance
2071,23-11-2022,845.99,Expense,Entertainment
2072,24-11-2022,993.37,Expense,Transport
2073,24-11-2022,105.31,Income,Groceries
2074,24-11-2022,268.88,Income,Internet Bill
2075,25-11-2022,96.15,Expense,Shopping
2076,25-11-2022,165.32,Income,Entertainment
2077,26-11-2022,881.54,Income,Rent
2078,26-11-2022,479.47,Income,Shopping
2079,26-11-2022,640.52,Expense,Rent
2080,26-11-2022,546.77,Income,Rent
2081,26-11-2022,234.4,Expense,Shopping
2082,27-11-2022,558.68,Expense,Salary
2083,27-11-2022,337.41,Expense,Coffee
2084,27-11-2022,204.76,Income,Internet Bill
2085,27-11-2022,234.61,Income,Utilities
2086,27-11-2022,619.25,Income,Rent
2087,28-11-2022,286.73,Expense,Movies
2088,29-11-2022,90.07,Expense,Dining Out
2089,29-11-2022,863.85,Expense,Interest
2090,30-11-2022,676.32,Expense,Bonus
2091,30-11-2022,362.52,Expense,Dining Out
2092,30-11-2022,434.8,Expense,Transport
2093,30-11-2022,967.55,Expense,Salary
2094,01-12-2022,144.76,Income,Entertainment
2095,01-12-2022,445.2,Income,Transport
2096,01-12-2022,815.64,Income,Transport
2097,01-12-2022,979.94,Income,Entertainment
2098,01-12-2022,770.27,Expense,Dining Out
2099,02-12-2022,395.02,Expense,Car Maintenance
2100,02-12-2022,677.91,Expense,Coffee
2101,02-12-2022,825.93,Income,Entertainment
2102,02-12-2022,249.54,Expense,Groceries
2103,02-12-2022,187.93,Expense,Groceries
2104,03-12-2022,467.41,Income,Transport
2105,04-12-2022,521.53,Income,Rent
2106,04-12-2022,221.05,Income,Transport
2107,04-12-2022,316.07,Expense,Bonus
2108,05-12-2022,416.42,Income,Movies
2109,05-12-2022,122.97,Income,Car Maintenance
2110,06-12-2022,879.13,Income,Rent
2111,06-12-2022,285.04,Expense,Movies
2112,06-12-2022,786.29,Income,Salary
2113,06-12-2022,147.46,Income,Movies
2114,07-12-2022,834.6,Expense,Dining Out
2115,07-12-2022,441.32,Income,Dining Out
2116,07-12-2022,502.03,Income,Shopping
2117,07-12-2022,661.35,Expense,Rent
2118,08-12-2022,927.92,Income,Subscriptions
2119,08-12-2022,314.97,Expense,Shopping
2120,08-12-2022,641.18,Expense,Freelance
2121,08-12-2022,550.3,Income,Rent
2122,09-12-2022,251.75,Expense,Movies
2123,10-12-2022,546.35,Expense,Salary
2124,10-12-2022,109.79,Expense,Transport
2125,11-12-2022,282.78,Income,Interest
2126,11-12-2022,541.29,Income,Car Maintenance
2127,11-12-2022,580.72,Income,Entertainment
2128,12-12-2022,762.62,Income,Rent
2129,12-12-2022,734.33,Income,Salary
2130,12-12-2022,271.8,Income,Internet Bill
2131,12-12-2022,933.65,Expense,Bonus
2132,13-12-2022,45.56,Expense,Freelance
2133,13-12-2022,757.82,Expense,Utilities
2134,13-12-2022,651.59,Expense,Rent
2135,13-12-2022,796.58,Income,Dining Out
2136,13-12-2022,707.48,Income,Car Maintenance
2137,14-12-2022,414.91,Income,Coffee
2138,14-12-2022,496.06,Expense,Interest
2139,14-12-2022,487.91,Income,Utilities
2140,14-12-2022,692.51,Expense,Freelance
2141,14-12-2022,828.54,Expense,Internet Bill
2142,15-12-2022,413.38,Income,Bonus
2143,15-12-2022,693.13,Income,Transport
2144,15-12-2022,924.28,Expense,Coffee
2145,15-12-2022,731.6,Expense,Coffee
2146,16-12-2022,372.01,Income,Interest
2147,17-12-2022,575.05,Income,Groceries
2148,17-12-2022,679.42,Expense,Subscriptions
2149,18-12-2022,12.71,Expense,Movies
2150,19-12-2022,987.85,Income,Bonus
2151,19-12-2022,702.44,Income,Coffee
2152,19-12-2022,515.81,Expense,Freelance
2153,19-12-2022,833.14,Income,Groceries
2154,20-12-2022,479.22,Expense,Entertainment
2155,20-12-2022,82.07,Expense,Shopping
2156,20-12-2022,984.01,Income,Movies
2157,20-12-2022,757.89,Income,Movies
2158,20-12-2022,434.6,Expense,Groceries
2159,21-12-2022,871.7,Expense,Internet Bill
2160,21-12-2022,802.32,Expense,Freelance
2161,22-12-2022,354.68,Income,Bonus
2162,22-12-2022,95.12,Expense,Movies
2163,22-12-2022,805.36,Expense,Utilities
2164,22-12-2022,174.79,Income,Groceries
2165,23-12-2022,238.33,Income,Rent
2166,23-12-2022,361.28,Income,Transport
2167,23-12-2022,635.53,Income,Interest
2168,23-12-2022,167.06,Expense,Rent
2169,24-12-2022,404.72,Expense,Groceries
2170,25-12-2022,726.23,Expense,Transport
2171,25-12-2022,448.92,Income,Subscriptions
2172,25-12-2022,550.25,Income,Interest
2173,25-12-2022,313.83,Expense,Entertainment
2174,25-12-2022,985.03,Expense,Rent
2175,26-12-2022,383.35,Expense,Utilities
2176,26-12-2022,779.74,Expense,Interest
2177,26-12-2022,716.41,Expense,Transport
2178,26-12-2022,924.7,Expense,Utilities
2179,26-12-2022,16.09,Expense,Transport
2180,27-12-2022,23.95,Expense,Internet Bill
2181,27-12-2022,910.77,Expense,Movies
2182,27-12-2022,551.89,Expense,Subscriptions
2183,27-12-2022,271.62,Income,Shopping
2184,28-12-2022,916.21,Income,Bonus
2185,28-12-2022,65.42,Income,Subscriptions
2186,28-12-2022,245.7,Income,Internet Bill
2187,28-12-2022,155.83,Expense,Rent
2188,29-12-2022,523.43,Income,Subscriptions
2189,29-12-2022,410.58,Income,Utilities
2190,29-12-2022,603.46,Expense,Utilities
2191,29-12-2022,781.4,Expense,Transport
2192,29-12-2022,648.96,Expense,Salary
2193,30-12-2022,988.53,Expense,Bonus
2194,30-12-2022,537.73,Income,Car Maintenance
2195,30-12-2022,681.2,Expense,Subscriptions
2196,31-12-2022,820.1,Income,Entertainment
2197,01-01-2023,567.17,Expense,Car Maintenance
2198,01-01-2023,640.52,Expense,Rent
2199,02-01-2023,25.33,Expense,Coffee
2200,03-01-2023,452.54,Income,Coffee
2201,03-01-2023,374.71,Expense,Movies
2202,03-01-2023,733.6,Income,Interest
2203,04-01-2023,100.39,Income,Car Maintenance
2204,04-01-2023,408.97,Expense,Freelance
2205,04-01-2023,451.34,Expense,Shopping
2206,04-01-2023,371.48,Income,Interest
2207,04-01-2023,964.5,Income,Interest
2208,05-01-2023,553.79,Income,Transport
2209,05-01-2023,95.45,Income,Bonus
2210,05-01-2023,243.85,Income,Transport
2211,05-01-2023,214.91,Expense,Internet Bill
2212,05-01-2023,912.73,Expense,Coffee
2213,06-01-2023,435.6,Expense,Shopping
2214,06-01-2023,130.04,Expense,Coffee
2215,06-01-2023,315.29,Expense,Transport
2216,06-01-2023,808.07,Expense,Interest
2217,06-01-2023,194.3,Expense,Interest
2218,07-01-2023,531.52,Income,Groceries
2219,07-01-2023,14.65,Expense,Shopping
2220,07-01-2023,230.56,Income,Groceries
2221,07-01-2023,443.38,Expense,Rent
2222,07-01-2023,680.69,Income,Bonus
2223,08-01-2023,529.62,Income,Utilities
2224,08-01-2023,712.22,Expense,Interest
2225,09-01-2023,885.94,Expense,Bonus
2226,09-01-2023,826.46,Income,Utilities
2227,10-01-2023,932.47,Income,Car Maintenance
2228,11-01-2023,207.35,Expense,Internet Bill
2229,12-01-2023,507.83,Income,Dining Out
2230,13-01-2023,750.61,Expense,Transport
2231,13-01-2023,288.69,Expense,Groceries
2232,13-01-2023,524.42,Expense,Dining Out
2233,14-01-2023,113.01,Income,Interest
2234,14-01-2023,505.01,Expense,Subscriptions
2235,14-01-2023,733.08,Income,Subscriptions
2236,15-01-2023,277.68,Expense,Car Maintenance
2237,15-01-2023,994.64,Income,Transport
2238,16-01-2023,934.44,Expense,Internet Bill
2239,16-01-2023,21.37,Income,Interest
2240,16-01-2023,271.34,Income,Coffee
2241,16-01-2023,830.84,Income,Utilities
2242,16-01-2023,45.98,Income,Subscriptions
2243,17-01-2023,249.23,Expense,Transport
2244,17-01-2023,471.36,Income,Bonus
2245,17-01-2023,397.71,Expense,Transport
2246,17-01-2023,958.98,Expense,Coffee
2247,17-01-2023,842.57,Expense,Internet Bill
2248,18-01-2023,950.38,Expense,Movies
2249,18-01-2023,123.4,Income,Freelance
2250,18-01-2023,672.48,Income,Internet Bill
2251,18-01-2023,49.69,Expense,Transport
2252,19-01-2023,343.3,Expense,Movies
2253,19-01-2023,351.11,Expense,Dining Out
2254,19-01-2023,323.25,Expense,Groceries
2255,19-01-2023,563.52,Income,Coffee
2256,19-01-2023,261.55,Expense,Car Maintenance
2257,20-01-2023,669.04,Expense,Car Maintenance
2258,20-01-2023,161.58,Expense,Subscriptions
2259,20-01-2023,595.51,Expense,Transport
2260,20-01-2023,424.55,Income,Car Maintenance
2261,21-01-2023,743.53,Income,Bonus
2262,22-01-2023,509.92,Expense,Shopping
2263,22-01-2023,849.13,Expense,Entertainment
2264,22-01-2023,762.6,Income,Car Maintenance
2265,22-01-2023,901.53,Income,Entertainment
2266,23-01-2023,140.3,Income,Rent
2267,23-01-2023,248.32,Income,Movies
2268,24-01-2023,320.7,Expense,Shopping
2269,25-01-2023,265.84,Income,Movies
2270,25-01-2023,654.22,Expense,Transport
2271,25-01-2023,726.43,Expense,Dining Out
2272,26-01-2023,229.21,Expense,Groceries
2273,26-01-2023,130.87,Expense,Internet Bill
2274,26-01-2023,458.32,Expense,Transport
2275,26-01-2023,32.23,Income,Freelance
2276,27-01-2023,403.79,Income,Internet Bill
2277,27-01-2023,569.0,Expense,Movies
2278,28-01-2023,129.7,Expense,Rent
2279,28-01-2023,890.81,Expense,Bonus
2280,29-01-2023,454.7,Expense,Interest
2281,29-01-2023,97.59,Income,Entertainment
2282,29-01-2023,846.86,Income,Car Maintenance
2283,30-01-2023,204.96,Expense,Car Maintenance
2284,30-01-2023,323.16,Income,Coffee
2285,31-01-2023,562.67,Income,Subscriptions
2286,31-01-2023,411.55,Income,Shopping
2287,01-02-2023,410.32,Income,Salary
2288,02-02-2023,404.38,Income,Car Maintenance
2289,02-02-2023,867.06,Income,Utilities
2290,02-02-2023,407.22,Expense,Utilities
2291,03-02-2023,447.97,Income,Entertainment
2292,04-02-2023,137.34,Expense,Groceries
2293,04-02-2023,337.54,Income,Subscriptions
2294,04-02-2023,224.82,Expense,Subscriptions
2295,04-02-2023,605.76,Expense,Movies
2296,04-02-2023,654.02,Income,Utilities
2297,05-02-2023,328.03,Income,Coffee
2298,05-02-2023,377.01,Income,Dining Out
2299,05-02-2023,770.13,Income,Groceries
2300,05-02-2023,492.83,Expense,Transport
2301,06-02-2023,55.69,Income,Transport
2302,06-02-2023,376.79,Income,Salary
2303,06-02-2023,401.17,Expense,Salary
2304,06-02-2023,121.37,Expense,Transport
2305,06-02-2023,17.78,Income,Salary
2306,07-02-2023,700.24,Income,Internet Bill
2307,07-02-2023,922.54,Expense,Entertainment
2308,07-02-2023,232.71,Income,Utilities
2309,08-02-2023,733.16,Income,Movies
2310,08-02-2023,17.35,Income,Movies
2311,08-02-2023,39.14,Income,Interest
2312,08-02-2023,753.32,Income,Rent
2313,09-02-2023,208.96,Income,Coffee
2314,09-02-2023,639.17,Income,Movies
2315,09-02-2023,332.22,Expense,Car Maintenance
2316,09-02-2023,512.85,Expense,Freelance
2317,09-02-2023,161.71,Income,Subscriptions
2318,10-02-2023,591.32,Expense,Entertainment
2319,10-02-2023,268.26,Expense,Entertainment
2320,10-02-2023,694.55,Income,Subscriptions
2321,11-02-2023,653.33,Expense,Bonus
2322,12-02-2023,699.04,Expense,Interest
2323,12-02-2023,721.65,Expense,Freelance
2324,12-02-2023,954.64,Expense,Entertainment
2325,12-02-2023,524.27,Income,Salary
2326,13-02-2023,767.28,Income,Transport
2327,13-02-2023,640.02,Income,Subscriptions
2328,13-02-2023,125.21,Income,Utilities
2329,14-02-2023,937.67,Income,Coffee
2330,14-02-2023,147.46,Income,Salary
2331,14-02-2023,290.4,Income,Transport
2332,15-02-2023,801.28,Expense,Entertainment
2333,15-02-2023,748.96,Expense,Salary
2334,15-02-2023,167.98,Expense,Salary
2335,15-02-2023,262.17,Income,Subscriptions
2336,16-02-2023,821.87,Income,Transport
2337,16-02-2023,667.44,Expense,Car Maintenance
2338,16-02-2023,732.94,Income,Shopping
2339,16-02-2023,959.9,Income,Subscriptions
2340,16-02-2023,255.36,Income,Car Maintenance
2341,17-02-2023,209.68,Expense,Subscriptions
2342,17-02-2023,389.83,Income,Subscriptions
2343,17-02-2023,381.28,Expense,Bonus
2344,17-02-2023,794.22,Expense,Car Maintenance
2345,17-02-2023,815.11,Expense,Freelance
2346,18-02-2023,704.35,Expense,Interest
2347,18-02-2023,38.88,Expense,Utilities
2348,18-02-2023,695.33,Expense,Interest
2349,18-02-2023,86.05,Expense,Rent
2350,19-02-2023,118.13,Income,Dining Out
2351,20-02-2023,802.79,Expense,Coffee
2352,20-02-2023,63.42,Income,Transport
2353,20-02-2023,835.33,Income,Salary
2354,20-02-2023,37.75,Expense,Salary
2355,20-02-2023,378.98,Expense,Subscriptions
2356,21-02-2023,263.63,Income,Groceries
2357,22-02-2023,598.64,Expense,Salary
2358,23-02-2023,994.26,Income,Bonus
2359,23-02-2023,220.15,Income,Internet Bill
2360,23-02-2023,995.87,Income,Shopping
2361,23-02-2023,405.19,Expense,Shopping
2362,23-02-2023,335.87,Income,Entertainment
2363,24-02-2023,765.05,Income,Coffee
2364,25-02-2023,947.68,Expense,Subscriptions
2365,26-02-2023,15.01,Income,Transport
2366,26-02-2023,912.18,Income,Utilities
2367,26-02-2023,53.92,Income,Movies
2368,27-02-2023,177.37,Expense,Car Maintenance
2369,28-02-2023,575.12,Expense,Rent
2370,28-02-2023,852.67,Income,Internet Bill
2371,01-03-2023,56.75,Expense,Movies
2372,02-03-2023,75.04,Expense,Transport
2373,02-03-2023,420.57,Expense,Groceries
2374,03-03-2023,415.82,Expense,Rent
2375,03-03-2023,384.81,Income,Transport
2376,04-03-2023,996.2,Income,Subscriptions
2377,04-03-2023,688.17,Income,Car Maintenance
2378,05-03-2023,569.57,Income,Salary
2379,05-03-2023,730.57,Income,Rent
2380,05-03-2023,337.87,Income,Internet Bill
2381,06-03-2023,995.36,Expense,Entertainment
2382,07-03-2023,42.87,Income,Coffee
2383,07-03-2023,932.16,Income,Car Maintenance
2384,08-03-2023,741.88,Expense,Shopping
2385,08-03-2023,587.34,Income,Transport
2386,09-03-2023,306.42,Expense,Transport
2387,09-03-2023,878.65,Income,Rent
2388,09-03-2023,701.87,Expense,Bonus
2389,09-03-2023,585.31,Expense,Transport
2390,10-03-2023,859.72,Expense,Internet Bill
2391,10-03-2023,633.82,Expense,Groceries
2392,11-03-2023,404.49,Expense,Coffee
2393,11-03-2023,701.66,Income,Rent
2394,12-03-2023,33.24,Expense,Coffee
2395,12-03-2023,806.19,Expense,Subscriptions
2396,12-03-2023,195.07,Income,Salary
2397,12-03-2023,23.64,Income,Transport
2398,13-03-2023,561.05,Income,Entertainment
2399,14-03-2023,427.57,Expense,Car Maintenance
2400,15-03-2023,387.92,Expense,Utilities
2401,15-03-2023,955.85,Expense,Transport
2402,16-03-2023,579.0,Income,Utilities
2403,16-03-2023,36.0,Income,Interest
2404,16-03-2023,310.35,Income,Salary
2405,17-03-2023,349.66,Income,Dining Out
2406,17-03-2023,65.73,Expense,Salary
2407,17-03-2023,892.98,Income,Shopping
2408,17-03-2023,667.6,Income,Shopping
2409,18-03-2023,46.61,Income,Coffee
2410,18-03-2023,626.91,Income,Shopping
2411,18-03-2023,28.94,Income,Movies
2412,18-03-2023,296.75,Income,Dining Out
2413,18-03-2023,137.26,Income,Movies
2414,19-03-2023,678.66,Expense,Transport
2415,19-03-2023,27.41,Expense,Freelance
2416,19-03-2023,711.41,Expense,Entertainment
2417,20-03-2023,425.58,Expense,Movies
2418,20-03-2023,399.81,Income,Bonus
2419,20-03-2023,894.21,Income,Dining Out
2420,20-03-2023,292.76,Income,Bonus
2421,20-03-2023,686.57,Expense,Car Maintenance
2422,21-03-2023,698.95,Income,Salary
2423,21-03-2023,315.49,Expense,Utilities
2424,22-03-2023,295.21,Income,Salary
2425,22-03-2023,60.19,Expense,Shopping
2426,22-03-2023,101.59,Income,Salary
2427,23-03-2023,442.67,Income,Dining Out
2428,23-03-2023,745.06,Expense,Utilities
2429,23-03-2023,40.41,Expense,Subscriptions
2430,23-03-2023,31.39,Income,Subscriptions
2431,23-03-2023,710.01,Income,Internet Bill
2432,24-03-2023,86.78,Expense,Movies
2433,24-03-2023,194.42,Income,Car Maintenance
2434,24-03-2023,783.18,Income,Movies
2435,24-03-2023,958.76,Income,Interest
2436,25-03-2023,855.39,Income,Freelance
2437,26-03-2023,670.59,Expense,Shopping
2438,27-03-2023,394.75,Income,Movies
2439,27-03-2023,852.33,Income,Entertainment
2440,27-03-2023,701.99,Expense,Groceries
2441,27-03-2023,198.67,Income,Subscriptions
2442,27-03-2023,97.82,Income,Movies
2443,28-03-2023,653.65,Expense,Car Maintenance
2444,28-03-2023,235.68,Income,Car Maintenance
2445,28-03-2023,372.0,Expense,Coffee
2446,28-03-2023,310.0,Expense,Entertainment
2447,29-03-2023,677.16,Expense,Utilities
2448,29-03-2023,727.37,Expense,Utilities
2449,29-03-2023,118.33,Income,Shopping
2450,30-03-2023,233.36,Income,Subscriptions
2451,31-03-2023,50.79,Expense,Rent
2452,31-03-2023,201.12,Income,Freelance
2453,31-03-2023,173.76,Income,Utilities
2454,31-03-2023,809.56,Expense,Dining Out
2455,31-03-2023,657.15,Expense,Utilities
2456,01-04-2023,705.43,Expense,Movies
2457,02-04-2023,152.92,Income,Rent
2458,02-04-2023,508.51,Expense,Internet Bill
2459,03-04-2023,848.8,Income,Salary
2460,03-04-2023,677.11,Income,Shopping
2461,03-04-2023,194.74,Income,Coffee
2462,03-04-2023,520.44,Expense,Movies
2463,04-04-2023,329.28,Income,Internet Bill
2464,04-04-2023,831.31,Income,Interest
2465,05-04-2023,273.43,Expense,Shopping
2466,06-04-2023,280.37,Expense,Shopping
2467,06-04-2023,429.83,Expense,Subscriptions
2468,06-04-2023,574.1,Expense,Car Maintenance
2469,07-04-2023,566.95,Income,Car Maintenance
2470,07-04-2023,118.34,Income,Rent
2471,07-04-2023,687.15,Income,Freelance
2472,07-04-2023,131.17,Expense,Subscriptions
2473,07-04-2023,97.4,Income,Internet Bill
2474,08-04-2023,507.35,Expense,Groceries
2475,08-04-2023,295.43,Income,Car Maintenance
2476,08-04-2023,612.04,Income,Utilities
2477,08-04-2023,396.27,Income,Groceries
2478,08-04-2023,202.59,Income,Entertainment
2479,09-04-2023,492.72,Income,Internet Bill
2480,10-04-2023,691.4,Income,Utilities
2481,10-04-2023,896.72,Expense,Salary
2482,10-04-2023,168.92,Income,Movies
2483,10-04-2023,537.11,Expense,Groceries
2484,11-04-2023,256.11,Expense,Movies
2485,11-04-2023,970.74,Expense,Salary
2486,11-04-2023,70.15,Income,Transport
2487,12-04-2023,86.5,Expense,Interest
2488,12-04-2023,72.61,Expense,Bonus
2489,12-04-2023,858.53,Expense,Subscriptions
2490,12-04-2023,941.12,Income,Entertainment
2491,13-04-2023,582.74,Income,Internet Bill
2492,13-04-2023,243.33,Income,Shopping
2493,14-04-2023,747.74,Income,Salary
2494,14-04-2023,893.22,Income,Shopping
2495,14-04-2023,901.02,Expense,Interest
2496,15-04-2023,293.42,Expense,Rent
2497,15-04-2023,388.43,Expense,Utilities
2498,15-04-2023,90.03,Income,Salary
2499,15-04-2023,830.81,Expense,Salary
2500,15-04-2023,112.89,Income,Salary
